"","mes_ano","pais","valor"
"1365",2015-09-01,"Chinese Taipei",345243
"1366",2015-10-01,"Chinese Taipei",386663
"1367",2015-11-01,"Chinese Taipei",357655
"1368",2015-12-01,"Chinese Taipei",327129
"1369",2016-01-01,"Chinese Taipei",366409
"1370",2016-02-01,"Chinese Taipei",405307
"1371",2016-03-01,"Chinese Taipei",363878
"1372",2016-04-01,"Chinese Taipei",375567
"1373",2016-05-01,"Chinese Taipei",327254
"1374",2016-06-01,"Chinese Taipei",271478
"1375",2016-07-01,"Chinese Taipei",299642
"1376",2016-08-01,"Chinese Taipei",248538
"1377",2016-09-01,"Chinese Taipei",214764
"1378",2016-10-01,"Chinese Taipei",215390
"1379",2016-11-01,"Chinese Taipei",202986
"1380",2016-12-01,"Chinese Taipei",220358
"1381",2017-01-01,"Chinese Taipei",255689
"1382",2017-02-01,"Chinese Taipei",202287
"1383",2017-03-01,"Chinese Taipei",201599
"1384",2017-04-01,"Chinese Taipei",214196
"1385",2017-05-01,"Chinese Taipei",201867
"1386",2017-06-01,"Chinese Taipei",189078
"1387",2017-07-01,"Chinese Taipei",237251
"1388",2017-08-01,"Chinese Taipei",249999
"1389",2017-09-01,"Chinese Taipei",224691
"1390",2017-10-01,"Chinese Taipei",263826
"1391",2017-11-01,"Chinese Taipei",244056
"1392",2017-12-01,"Chinese Taipei",248010
"1393",2018-01-01,"Chinese Taipei",218648
"1394",2018-02-01,"Chinese Taipei",289758
"1395",2018-03-01,"Chinese Taipei",191805
"1396",2018-04-01,"Chinese Taipei",227749
"1397",2018-05-01,"Chinese Taipei",191579
"1398",2018-06-01,"Chinese Taipei",193886
"1399",2018-07-01,"Chinese Taipei",225176
"1400",2018-08-01,"Chinese Taipei",256944
"1401",2018-09-01,"Chinese Taipei",218125
"1402",2018-10-01,"Chinese Taipei",241823
"1403",2018-11-01,"Chinese Taipei",207920
"1404",2018-12-01,"Chinese Taipei",232202
"1405",2019-01-01,"Chinese Taipei",238906
"1406",2019-02-01,"Chinese Taipei",283470
"1407",2019-03-01,"Chinese Taipei",270192
"1408",2019-04-01,"Chinese Taipei",307354
"1409",2019-05-01,"Chinese Taipei",316168
"1410",2019-06-01,"Chinese Taipei",260919
"1411",2019-07-01,"Chinese Taipei",322444
"1412",2019-08-01,"Chinese Taipei",282999
"1413",2019-09-01,"Chinese Taipei",116037
"1414",2019-10-01,"Chinese Taipei",114852
"1415",2019-11-01,"Chinese Taipei",96933
"1416",2019-12-01,"Chinese Taipei",103791
"1417",2020-01-01,"Chinese Taipei",91085
"1418",2020-02-01,"Chinese Taipei",5540
"1419",2020-03-01,"Chinese Taipei",1511
"1420",2020-04-01,"Chinese Taipei",476
"1421",2020-05-01,"Chinese Taipei",581
"1422",2020-06-01,"Chinese Taipei",767
"1423",2020-07-01,"Chinese Taipei",908
"1424",2020-08-01,"Chinese Taipei",1393
"1425",2020-09-01,"Chinese Taipei",4590
"1426",2020-10-01,"Chinese Taipei",1810
"1427",2020-11-01,"Chinese Taipei",1201
"1428",2020-12-01,"Chinese Taipei",1188
"1429",2021-01-01,"Chinese Taipei",1421
"1430",2021-02-01,"Chinese Taipei",566
"1431",2021-03-01,"Chinese Taipei",1281
"1432",2021-04-01,"Chinese Taipei",958
"1433",2021-05-01,"Chinese Taipei",677
"1434",2021-06-01,"Chinese Taipei",283
"1435",2021-07-01,"Chinese Taipei",518
"1436",2021-08-01,"Chinese Taipei",1147
"1437",2021-09-01,"Chinese Taipei",2186
"1438",2021-10-01,"Chinese Taipei",1605
"1439",2021-11-01,"Chinese Taipei",1245
"1440",2021-12-01,"Chinese Taipei",1380
"1441",2022-01-01,"Chinese Taipei",1077
"1442",2022-02-01,"Chinese Taipei",1380
"1443",2022-03-01,"Chinese Taipei",1182
"1444",2022-04-01,"Chinese Taipei",764
"1445",2022-05-01,"Chinese Taipei",707
"1446",2022-06-01,"Chinese Taipei",974
"1447",2022-07-01,"Chinese Taipei",1813
"1448",2022-08-01,"Chinese Taipei",2305
"1449",2022-09-01,"Chinese Taipei",2633
"1450",2022-10-01,"Chinese Taipei",2461
"1451",2022-11-01,"Chinese Taipei",3645
"1452",2022-12-01,"Chinese Taipei",5437
"1453",2023-01-01,"Chinese Taipei",9633
"1454",2023-02-01,"Chinese Taipei",NA
"1455",2012-01-01,"Czech",9107
"1456",2012-02-01,"Czech",8394
"1457",2012-03-01,"Czech",10751
"1458",2012-04-01,"Czech",17670
"1459",2012-05-01,"Czech",24155
"1460",2012-06-01,"Czech",24884
"1461",2012-07-01,"Czech",36180
"1462",2012-08-01,"Czech",33573
"1463",2012-09-01,"Czech",26589
"1464",2012-10-01,"Czech",28984
"1465",2012-11-01,"Czech",14460
"1466",2012-12-01,"Czech",14164
"1467",2013-01-01,"Czech",8288
"1468",2013-02-01,"Czech",11018
"1469",2013-03-01,"Czech",15651
"1470",2013-04-01,"Czech",18033
"1471",2013-05-01,"Czech",24469
"1472",2013-06-01,"Czech",32829
"1473",2013-07-01,"Czech",39862
"1474",2013-08-01,"Czech",34256
"1475",2013-09-01,"Czech",29873
"1476",2013-10-01,"Czech",28748
"1477",2013-11-01,"Czech",17998
"1478",2013-12-01,"Czech",17092
"1479",2014-01-01,"Czech",10522
"1480",2014-02-01,"Czech",12741
"1481",2014-03-01,"Czech",14802
"1482",2014-04-01,"Czech",23986
"1483",2014-05-01,"Czech",30506
"1484",2014-06-01,"Czech",37833
"1485",2014-07-01,"Czech",49311
"1486",2014-08-01,"Czech",44836
"1487",2014-09-01,"Czech",38651
"1488",2014-10-01,"Czech",40851
"1489",2014-11-01,"Czech",18164
"1490",2014-12-01,"Czech",22035
"1491",2015-01-01,"Czech",11529
"1492",2015-02-01,"Czech",17787
"1493",2015-03-01,"Czech",19844
"1494",2015-04-01,"Czech",31656
"1495",2015-05-01,"Czech",45746
"1496",2015-06-01,"Czech",62275
"1497",2015-07-01,"Czech",71735
"1498",2015-08-01,"Czech",67035
"1499",2015-09-01,"Czech",52750
"1500",2015-10-01,"Czech",49383
"1501",2015-11-01,"Czech",25853
"1502",2015-12-01,"Czech",22896
"1503",2016-01-01,"Czech",15857
"1504",2016-02-01,"Czech",22857
"1505",2016-03-01,"Czech",30212
"1506",2016-04-01,"Czech",32694
"1507",2016-05-01,"Czech",52578
"1508",2016-06-01,"Czech",61897
"1509",2016-07-01,"Czech",77135
"1510",2016-08-01,"Czech",75086
"1511",2016-09-01,"Czech",65086
"1512",2016-10-01,"Czech",67506
"1513",2016-11-01,"Czech",36931
"1514",2016-12-01,"Czech",31272
"1515",2017-01-01,"Czech",30507
"1516",2017-02-01,"Czech",29456
"1517",2017-03-01,"Czech",37227
"1518",2017-04-01,"Czech",53943
"1519",2017-05-01,"Czech",77451
"1520",2017-06-01,"Czech",80888
"1521",2017-07-01,"Czech",95324
"1522",2017-08-01,"Czech",93881
"1523",2017-09-01,"Czech",77873
"1524",2017-10-01,"Czech",87966
"1525",2017-11-01,"Czech",44185
"1526",2017-12-01,"Czech",36651
"1527",2018-01-01,"Czech",28801
"1528",2018-02-01,"Czech",50260
"1529",2018-03-01,"Czech",47053
"1530",2018-04-01,"Czech",60450
"1531",2018-05-01,"Czech",88510
"1532",2018-06-01,"Czech",110766
"1533",2018-07-01,"Czech",113035
"1534",2018-08-01,"Czech",113195
"1535",2018-09-01,"Czech",97406
"1536",2018-10-01,"Czech",99485
"1537",2018-11-01,"Czech",57739
"1538",2018-12-01,"Czech",45921
"1539",2019-01-01,"Czech",37486
"1540",2019-02-01,"Czech",55687
"1541",2019-03-01,"Czech",48821
"1542",2019-04-01,"Czech",65368
"1543",2019-05-01,"Czech",94606
"1544",2019-06-01,"Czech",105304
"1545",2019-07-01,"Czech",113545
"1546",2019-08-01,"Czech",109052
"1547",2019-09-01,"Czech",92281
"1548",2019-10-01,"Czech",96646
"1549",2019-11-01,"Czech",54735
"1550",2019-12-01,"Czech",43441
"1551",2020-01-01,"Czech",45955
"1552",2020-02-01,"Czech",12690
"1553",2020-03-01,"Czech",2630
"1554",2020-04-01,"Czech",816
"1555",2020-05-01,"Czech",874
"1556",2020-06-01,"Czech",1300
"1557",2020-07-01,"Czech",1709
"1558",2020-08-01,"Czech",1696
"1559",2020-09-01,"Czech",1017
"1560",2020-10-01,"Czech",468
"1561",2020-11-01,"Czech",174
"1562",2020-12-01,"Czech",191
"1563",2021-01-01,"Czech",211
"1564",2021-02-01,"Czech",77
"1565",2021-03-01,"Czech",300
"1566",2021-04-01,"Czech",318
"1567",2021-05-01,"Czech",509
"1568",2021-06-01,"Czech",695
"1569",2021-07-01,"Czech",1867
"1570",2021-08-01,"Czech",2661
"1571",2021-09-01,"Czech",2430
"1572",2021-10-01,"Czech",2339
"1573",2021-11-01,"Czech",2502
"1574",2021-12-01,"Czech",3629
"1575",2022-01-01,"Czech",2662
"1576",2022-02-01,"Czech",2905
"1577",2022-03-01,"Czech",3477
"1578",2022-04-01,"Czech",5633
"1579",2022-05-01,"Czech",4975
"1580",2022-06-01,"Czech",6960
"1581",2022-07-01,"Czech",10329
"1582",2022-08-01,"Czech",10473
"1583",2022-09-01,"Czech",7977
"1584",2022-10-01,"Czech",7180
"1585",2022-11-01,"Czech",8048
"1586",2022-12-01,"Czech",9546
"1587",2023-01-01,"Czech",NA
"1588",2023-02-01,"Czech",NA
"1589",1989-01-01,"Hawaii",532
"1590",1989-02-01,"Hawaii",1550
"1591",1989-03-01,"Hawaii",822
"1592",1989-04-01,"Hawaii",1010
"1593",1989-05-01,"Hawaii",1383
"1594",1989-06-01,"Hawaii",1698
"1595",1989-07-01,"Hawaii",1959
"1596",1989-08-01,"Hawaii",1451
"1597",1989-09-01,"Hawaii",1124
"1598",1989-10-01,"Hawaii",1048
"1599",1989-11-01,"Hawaii",879
"1600",1989-12-01,"Hawaii",1024
"1601",1990-01-01,"Hawaii",2564
"1602",1990-02-01,"Hawaii",815
"1603",1990-03-01,"Hawaii",459
"1604",1990-04-01,"Hawaii",647
"1605",1990-05-01,"Hawaii",524
"1606",1990-06-01,"Hawaii",1172
"1607",1990-07-01,"Hawaii",1473
"1608",1990-08-01,"Hawaii",886
"1609",1990-09-01,"Hawaii",479
"1610",1990-10-01,"Hawaii",460
"1611",1990-11-01,"Hawaii",357
"1612",1990-12-01,"Hawaii",420
"1613",1991-01-01,"Hawaii",411
"1614",1991-02-01,"Hawaii",315
"1615",1991-03-01,"Hawaii",580
"1616",1991-04-01,"Hawaii",397
"1617",1991-05-01,"Hawaii",1093
"1618",1991-06-01,"Hawaii",1222
"1619",1991-07-01,"Hawaii",1373
"1620",1991-08-01,"Hawaii",762
"1621",1991-09-01,"Hawaii",659
"1622",1991-10-01,"Hawaii",562
"1623",1991-11-01,"Hawaii",442
"1624",1991-12-01,"Hawaii",1160
"1625",1992-01-01,"Hawaii",713
"1626",1992-02-01,"Hawaii",770
"1627",1992-03-01,"Hawaii",731
"1628",1992-04-01,"Hawaii",604
"1629",1992-05-01,"Hawaii",799
"1630",1992-06-01,"Hawaii",1430
"1631",1992-07-01,"Hawaii",1550
"1632",1992-08-01,"Hawaii",857
"1633",1992-09-01,"Hawaii",829
"1634",1992-10-01,"Hawaii",579
"1635",1992-11-01,"Hawaii",1154
"1636",1992-12-01,"Hawaii",897
"1637",1993-01-01,"Hawaii",946
"1638",1993-02-01,"Hawaii",549
"1639",1993-03-01,"Hawaii",754
"1640",1993-04-01,"Hawaii",1239
"1641",1993-05-01,"Hawaii",1016
"1642",1993-06-01,"Hawaii",1430
"1643",1993-07-01,"Hawaii",1403
"1644",1993-08-01,"Hawaii",1033
"1645",1993-09-01,"Hawaii",1209
"1646",1993-10-01,"Hawaii",1082
"1647",1993-11-01,"Hawaii",946
"1648",1993-12-01,"Hawaii",889
"1649",1994-01-01,"Hawaii",623
"1650",1994-02-01,"Hawaii",513
"1651",1994-03-01,"Hawaii",521
"1652",1994-04-01,"Hawaii",715
"1653",1994-05-01,"Hawaii",1352
"1654",1994-06-01,"Hawaii",1139
"1655",1994-07-01,"Hawaii",1318
"1656",1994-08-01,"Hawaii",1436
"1657",1994-09-01,"Hawaii",2261
"1658",1994-10-01,"Hawaii",1738
"1659",1994-11-01,"Hawaii",1686
"1660",1994-12-01,"Hawaii",1520
"1661",1995-01-01,"Hawaii",981
"1662",1995-02-01,"Hawaii",816
"1663",1995-03-01,"Hawaii",946
"1664",1995-04-01,"Hawaii",1229
"1665",1995-05-01,"Hawaii",1310
"1666",1995-06-01,"Hawaii",2044
"1667",1995-07-01,"Hawaii",1353
"1668",1995-08-01,"Hawaii",1293
"1669",1995-09-01,"Hawaii",1863
"1670",1995-10-01,"Hawaii",1446
"1671",1995-11-01,"Hawaii",1957
"1672",1995-12-01,"Hawaii",2066
"1673",1996-01-01,"Hawaii",1056
"1674",1996-02-01,"Hawaii",1088
"1675",1996-03-01,"Hawaii",1207
"1676",1996-04-01,"Hawaii",1292
"1677",1996-05-01,"Hawaii",2228
"1678",1996-06-01,"Hawaii",1827
"1679",1996-07-01,"Hawaii",2656
"1680",1996-08-01,"Hawaii",1553
"1681",1996-09-01,"Hawaii",2241
"1682",1996-10-01,"Hawaii",2675
"1683",1996-11-01,"Hawaii",3045
"1684",1996-12-01,"Hawaii",2238
"1685",1997-01-01,"Hawaii",1318
"1686",1997-02-01,"Hawaii",1476
"1687",1997-03-01,"Hawaii",1754
"1688",1997-04-01,"Hawaii",1675
"1689",1997-05-01,"Hawaii",2687
"1690",1997-06-01,"Hawaii",2417
"1691",1997-07-01,"Hawaii",2093
"1692",1997-08-01,"Hawaii",3321
"1693",1997-09-01,"Hawaii",2221
"1694",1997-10-01,"Hawaii",2572
"1695",1997-11-01,"Hawaii",2896
"1696",1997-12-01,"Hawaii",3153
"1697",1998-01-01,"Hawaii",1656
"1698",1998-02-01,"Hawaii",1424
"1699",1998-03-01,"Hawaii",1827
"1700",1998-04-01,"Hawaii",1772
"1701",1998-05-01,"Hawaii",2432
"1702",1998-06-01,"Hawaii",3256
"1703",1998-07-01,"Hawaii",3436
"1704",1998-08-01,"Hawaii",2236
"1705",1998-09-01,"Hawaii",2332
"1706",1998-10-01,"Hawaii",3110
"1707",1998-11-01,"Hawaii",3832
"1708",1998-12-01,"Hawaii",2549
"1709",1999-01-01,"Hawaii",1672
"1710",1999-02-01,"Hawaii",1473
"1711",1999-03-01,"Hawaii",1935
"1712",1999-04-01,"Hawaii",1857
"1713",1999-05-01,"Hawaii",2030
"1714",1999-06-01,"Hawaii",1868
"1715",1999-07-01,"Hawaii",2007
"1716",1999-08-01,"Hawaii",2331
"1717",1999-09-01,"Hawaii",2706
"1718",1999-10-01,"Hawaii",2710
"1719",1999-11-01,"Hawaii",3171
"1720",1999-12-01,"Hawaii",3705
"1721",2000-01-01,"Hawaii",2245
"1722",2000-02-01,"Hawaii",1942
"1723",2000-03-01,"Hawaii",1862
"1724",2000-04-01,"Hawaii",2708
"1725",2000-05-01,"Hawaii",2700
"1726",2000-06-01,"Hawaii",2980
"1727",2000-07-01,"Hawaii",2728
"1728",2000-08-01,"Hawaii",2864
"1729",2000-09-01,"Hawaii",4565
"1730",2000-10-01,"Hawaii",4382
"1731",2000-11-01,"Hawaii",3984
"1732",2000-12-01,"Hawaii",3590
"1733",2001-01-01,"Hawaii",2403
"1734",2001-02-01,"Hawaii",1504
"1735",2001-03-01,"Hawaii",2343
"1736",2001-04-01,"Hawaii",2992
"1737",2001-05-01,"Hawaii",2760
"1738",2001-06-01,"Hawaii",2511
"1739",2001-07-01,"Hawaii",3525
"1740",2001-08-01,"Hawaii",3009
"1741",2001-09-01,"Hawaii",2965
"1742",2001-10-01,"Hawaii",769
"1743",2001-11-01,"Hawaii",1440
"1744",2001-12-01,"Hawaii",2442
"1745",2002-01-01,"Hawaii",1621
"1746",2002-02-01,"Hawaii",2139
"1747",2002-03-01,"Hawaii",2658
"1748",2002-04-01,"Hawaii",3571
"1749",2002-05-01,"Hawaii",2992
"1750",2002-06-01,"Hawaii",3419
"1751",2002-07-01,"Hawaii",3496
"1752",2002-08-01,"Hawaii",3510
"1753",2002-09-01,"Hawaii",3950
"1754",2002-10-01,"Hawaii",3489
"1755",2002-11-01,"Hawaii",4299
"1756",2002-12-01,"Hawaii",3780
"1757",2003-01-01,"Hawaii",2615
"1758",2003-02-01,"Hawaii",2513
"1759",2003-03-01,"Hawaii",1943
"1760",2003-04-01,"Hawaii",987
"1761",2003-05-01,"Hawaii",665
"1762",2003-06-01,"Hawaii",707
"1763",2003-07-01,"Hawaii",1233
"1764",2003-08-01,"Hawaii",2143
"1765",2003-09-01,"Hawaii",2977
"1766",2003-10-01,"Hawaii",2774
"1767",2003-11-01,"Hawaii",3378
"1768",2003-12-01,"Hawaii",3510
"1769",2004-01-01,"Hawaii",2934
"1770",2004-02-01,"Hawaii",2747
"1771",2004-03-01,"Hawaii",3100
"1772",2004-04-01,"Hawaii",3057
"1773",2004-05-01,"Hawaii",2424
"1774",2004-06-01,"Hawaii",2059
"1775",2004-07-01,"Hawaii",1876
"1776",2004-08-01,"Hawaii",2021
"1777",2004-09-01,"Hawaii",2731
"1778",2004-10-01,"Hawaii",3617
"1779",2004-11-01,"Hawaii",4109
"1780",2004-12-01,"Hawaii",3543
"1781",2005-01-01,"Hawaii",2792
"1782",2005-02-01,"Hawaii",2579
"1783",2005-03-01,"Hawaii",2438
"1784",2005-04-01,"Hawaii",3090
"1785",2005-05-01,"Hawaii",3015
"1786",2005-06-01,"Hawaii",2681
"1787",2005-07-01,"Hawaii",2759
"1788",2005-08-01,"Hawaii",3196
"1789",2005-09-01,"Hawaii",4578
"1790",2005-10-01,"Hawaii",4829
"1791",2005-11-01,"Hawaii",5726
"1792",2005-12-01,"Hawaii",4844
"1793",2006-01-01,"Hawaii",3280
"1794",2006-02-01,"Hawaii",2887
"1795",2006-03-01,"Hawaii",3151
"1796",2006-04-01,"Hawaii",4592
"1797",2006-05-01,"Hawaii",4884
"1798",2006-06-01,"Hawaii",3656
"1799",2006-07-01,"Hawaii",3892
"1800",2006-08-01,"Hawaii",3806
"1801",2006-09-01,"Hawaii",6736
"1802",2006-10-01,"Hawaii",6456
"1803",2006-11-01,"Hawaii",7066
"1804",2006-12-01,"Hawaii",4518
"1805",2007-01-01,"Hawaii",3522
"1806",2007-02-01,"Hawaii",3925
"1807",2007-03-01,"Hawaii",2876
"1808",2007-04-01,"Hawaii",4052
"1809",2007-05-01,"Hawaii",4107
"1810",2007-06-01,"Hawaii",4454
"1811",2007-07-01,"Hawaii",5014
"1812",2007-08-01,"Hawaii",4566
"1813",2007-09-01,"Hawaii",6456
"1814",2007-10-01,"Hawaii",5663
"1815",2007-11-01,"Hawaii",6494
"1816",2007-12-01,"Hawaii",5455
"1817",2008-01-01,"Hawaii",4200
"1818",2008-02-01,"Hawaii",4203
"1819",2008-03-01,"Hawaii",3967
"1820",2008-04-01,"Hawaii",4862
"1821",2008-05-01,"Hawaii",5971
"1822",2008-06-01,"Hawaii",4614
"1823",2008-07-01,"Hawaii",3574
"1824",2008-08-01,"Hawaii",2613
"1825",2008-09-01,"Hawaii",6389
"1826",2008-10-01,"Hawaii",5490
"1827",2008-11-01,"Hawaii",4665
"1828",2008-12-01,"Hawaii",3686
"1829",2009-01-01,"Hawaii",6005
"1830",2009-02-01,"Hawaii",2362
"1831",2009-03-01,"Hawaii",2409
"1832",2009-04-01,"Hawaii",4361
"1833",2009-05-01,"Hawaii",2499
"1834",2009-06-01,"Hawaii",1620
"1835",2009-07-01,"Hawaii",2129
"1836",2009-08-01,"Hawaii",3050
"1837",2009-09-01,"Hawaii",4580
"1838",2009-10-01,"Hawaii",5407
"1839",2009-11-01,"Hawaii",3814
"1840",2009-12-01,"Hawaii",3688
"1841",2010-01-01,"Hawaii",3803
"1842",2010-02-01,"Hawaii",7296
"1843",2010-03-01,"Hawaii",3193
"1844",2010-04-01,"Hawaii",4493
"1845",2010-05-01,"Hawaii",5624
"1846",2010-06-01,"Hawaii",5177
"1847",2010-07-01,"Hawaii",4477
"1848",2010-08-01,"Hawaii",4450
"1849",2010-09-01,"Hawaii",6601
"1850",2010-10-01,"Hawaii",7132
"1851",2010-11-01,"Hawaii",4884
"1852",2010-12-01,"Hawaii",4325
"1853",2011-01-01,"Hawaii",5849
"1854",2011-02-01,"Hawaii",6542
"1855",2011-03-01,"Hawaii",3655
"1856",2011-04-01,"Hawaii",4624
"1857",2011-05-01,"Hawaii",7844
"1858",2011-06-01,"Hawaii",5899
"1859",2011-07-01,"Hawaii",6614
"1860",2011-08-01,"Hawaii",7321
"1861",2011-09-01,"Hawaii",10481
"1862",2011-10-01,"Hawaii",8728
"1863",2011-11-01,"Hawaii",7179
"1864",2011-12-01,"Hawaii",7002
"1865",2012-01-01,"Hawaii",14057
"1866",2012-02-01,"Hawaii",5704
"1867",2012-03-01,"Hawaii",5499
"1868",2012-04-01,"Hawaii",9600
"1869",2012-05-01,"Hawaii",11911
"1870",2012-06-01,"Hawaii",10190
"1871",2012-07-01,"Hawaii",11443
"1872",2012-08-01,"Hawaii",10486
"1873",2012-09-01,"Hawaii",12130
"1874",2012-10-01,"Hawaii",11125
"1875",2012-11-01,"Hawaii",7100
"1876",2012-12-01,"Hawaii",7622
"1877",2013-01-01,"Hawaii",9550
"1878",2013-02-01,"Hawaii",14595
"1879",2013-03-01,"Hawaii",6460
"1880",2013-04-01,"Hawaii",9893
"1881",2013-05-01,"Hawaii",13155
"1882",2013-06-01,"Hawaii",11261
"1883",2013-07-01,"Hawaii",11880
"1884",2013-08-01,"Hawaii",11736
"1885",2013-09-01,"Hawaii",12546
"1886",2013-10-01,"Hawaii",9410
"1887",2013-11-01,"Hawaii",6347
"1888",2013-12-01,"Hawaii",8176
"1889",2014-01-01,"Hawaii",15527
"1890",2014-02-01,"Hawaii",13008
"1891",2014-03-01,"Hawaii",7892
"1892",2014-04-01,"Hawaii",11585
"1893",2014-05-01,"Hawaii",15885
"1894",2014-06-01,"Hawaii",13387
"1895",2014-07-01,"Hawaii",17220
"1896",2014-08-01,"Hawaii",15441
"1897",2014-09-01,"Hawaii",16150
"1898",2014-10-01,"Hawaii",12061
"1899",2014-11-01,"Hawaii",9871
"1900",2014-12-01,"Hawaii",11691
"1901",2015-01-01,"Hawaii",10476
"1902",2015-02-01,"Hawaii",22112
"1903",2015-03-01,"Hawaii",10386
"1904",2015-04-01,"Hawaii",12747
"1905",2015-05-01,"Hawaii",18759
"1906",2015-06-01,"Hawaii",17048
"1907",2015-07-01,"Hawaii",15861
