"","mes_ano","pais","valor"
"2688",2020-02-01,"Japan",87220
"2689",2020-03-01,"Japan",10365
"2690",2020-04-01,"Japan",163
"2691",2020-05-01,"Japan",25
"2692",2020-06-01,"Japan",334
"2693",2020-07-01,"Japan",785
"2694",2020-08-01,"Japan",1606
"2695",2020-09-01,"Japan",767
"2696",2020-10-01,"Japan",4502
"2697",2020-11-01,"Japan",18147
"2698",2020-12-01,"Japan",18365
"2699",2021-01-01,"Japan",10225
"2700",2021-02-01,"Japan",1747
"2701",2021-03-01,"Japan",3951
"2702",2021-04-01,"Japan",3271
"2703",2021-05-01,"Japan",1823
"2704",2021-06-01,"Japan",1973
"2705",2021-07-01,"Japan",3931
"2706",2021-08-01,"Japan",2396
"2707",2021-09-01,"Japan",3960
"2708",2021-10-01,"Japan",4009
"2709",2021-11-01,"Japan",3189
"2710",2021-12-01,"Japan",1764
"2711",2022-01-01,"Japan",1490
"2712",2022-02-01,"Japan",2359
"2713",2022-03-01,"Japan",9799
"2714",2022-04-01,"Japan",22371
"2715",2022-05-01,"Japan",17643
"2716",2022-06-01,"Japan",14657
"2717",2022-07-01,"Japan",14803
"2718",2022-08-01,"Japan",12332
"2719",2022-09-01,"Japan",17590
"2720",2022-10-01,"Japan",21498
"2721",2022-11-01,"Japan",21016
"2722",2022-12-01,"Japan",33567
"2723",2023-01-01,"Japan",31200
"2724",2023-02-01,"Japan",36200
"2725",1998-01-01,"Korea (ROK)",14402
"2726",1998-02-01,"Korea (ROK)",14633
"2727",1998-03-01,"Korea (ROK)",16298
"2728",1998-04-01,"Korea (ROK)",14903
"2729",1998-05-01,"Korea (ROK)",17298
"2730",1998-06-01,"Korea (ROK)",16630
"2731",1998-07-01,"Korea (ROK)",17079
"2732",1998-08-01,"Korea (ROK)",19246
"2733",1998-09-01,"Korea (ROK)",18939
"2734",1998-10-01,"Korea (ROK)",19819
"2735",1998-11-01,"Korea (ROK)",20311
"2736",1998-12-01,"Korea (ROK)",21104
"2737",1999-01-01,"Korea (ROK)",19458
"2738",1999-02-01,"Korea (ROK)",23978
"2739",1999-03-01,"Korea (ROK)",21825
"2740",1999-04-01,"Korea (ROK)",23366
"2741",1999-05-01,"Korea (ROK)",28028
"2742",1999-06-01,"Korea (ROK)",26380
"2743",1999-07-01,"Korea (ROK)",27719
"2744",1999-08-01,"Korea (ROK)",30786
"2745",1999-09-01,"Korea (ROK)",29294
"2746",1999-10-01,"Korea (ROK)",30700
"2747",1999-11-01,"Korea (ROK)",26915
"2748",1999-12-01,"Korea (ROK)",28190
"2749",2000-01-01,"Korea (ROK)",32309
"2750",2000-02-01,"Korea (ROK)",34802
"2751",2000-03-01,"Korea (ROK)",32249
"2752",2000-04-01,"Korea (ROK)",36001
"2753",2000-05-01,"Korea (ROK)",42578
"2754",2000-06-01,"Korea (ROK)",34333
"2755",2000-07-01,"Korea (ROK)",40065
"2756",2000-08-01,"Korea (ROK)",45180
"2757",2000-09-01,"Korea (ROK)",38679
"2758",2000-10-01,"Korea (ROK)",38344
"2759",2000-11-01,"Korea (ROK)",32280
"2760",2000-12-01,"Korea (ROK)",35974
"2761",2001-01-01,"Korea (ROK)",42890
"2762",2001-02-01,"Korea (ROK)",30853
"2763",2001-03-01,"Korea (ROK)",33234
"2764",2001-04-01,"Korea (ROK)",37729
"2765",2001-05-01,"Korea (ROK)",43723
"2766",2001-06-01,"Korea (ROK)",37087
"2767",2001-07-01,"Korea (ROK)",42896
"2768",2001-08-01,"Korea (ROK)",49532
"2769",2001-09-01,"Korea (ROK)",39973
"2770",2001-10-01,"Korea (ROK)",48270
"2771",2001-11-01,"Korea (ROK)",37905
"2772",2001-12-01,"Korea (ROK)",38135
"2773",2002-01-01,"Korea (ROK)",33783
"2774",2002-02-01,"Korea (ROK)",46477
"2775",2002-03-01,"Korea (ROK)",38929
"2776",2002-04-01,"Korea (ROK)",41251
"2777",2002-05-01,"Korea (ROK)",42326
"2778",2002-06-01,"Korea (ROK)",61256
"2779",2002-07-01,"Korea (ROK)",38927
"2780",2002-08-01,"Korea (ROK)",50036
"2781",2002-09-01,"Korea (ROK)",50592
"2782",2002-10-01,"Korea (ROK)",57501
"2783",2002-11-01,"Korea (ROK)",40036
"2784",2002-12-01,"Korea (ROK)",38352
"2785",2003-01-01,"Korea (ROK)",35851
"2786",2003-02-01,"Korea (ROK)",47062
"2787",2003-03-01,"Korea (ROK)",40687
"2788",2003-04-01,"Korea (ROK)",32852
"2789",2003-05-01,"Korea (ROK)",20759
"2790",2003-06-01,"Korea (ROK)",25213
"2791",2003-07-01,"Korea (ROK)",39023
"2792",2003-08-01,"Korea (ROK)",54971
"2793",2003-09-01,"Korea (ROK)",54932
"2794",2003-10-01,"Korea (ROK)",58477
"2795",2003-11-01,"Korea (ROK)",51436
"2796",2003-12-01,"Korea (ROK)",51505
"2797",2004-01-01,"Korea (ROK)",54966
"2798",2004-02-01,"Korea (ROK)",42682
"2799",2004-03-01,"Korea (ROK)",44632
"2800",2004-04-01,"Korea (ROK)",52630
"2801",2004-05-01,"Korea (ROK)",56581
"2802",2004-06-01,"Korea (ROK)",49838
"2803",2004-07-01,"Korea (ROK)",54860
"2804",2004-08-01,"Korea (ROK)",60832
"2805",2004-09-01,"Korea (ROK)",51000
"2806",2004-10-01,"Korea (ROK)",59731
"2807",2004-11-01,"Korea (ROK)",51569
"2808",2004-12-01,"Korea (ROK)",47943
"2809",2005-01-01,"Korea (ROK)",44948
"2810",2005-02-01,"Korea (ROK)",56652
"2811",2005-03-01,"Korea (ROK)",48761
"2812",2005-04-01,"Korea (ROK)",55712
"2813",2005-05-01,"Korea (ROK)",62090
"2814",2005-06-01,"Korea (ROK)",54329
"2815",2005-07-01,"Korea (ROK)",64390
"2816",2005-08-01,"Korea (ROK)",71843
"2817",2005-09-01,"Korea (ROK)",64351
"2818",2005-10-01,"Korea (ROK)",73367
"2819",2005-11-01,"Korea (ROK)",58032
"2820",2005-12-01,"Korea (ROK)",55768
"2821",2006-01-01,"Korea (ROK)",55280
"2822",2006-02-01,"Korea (ROK)",59902
"2823",2006-03-01,"Korea (ROK)",64902
"2824",2006-04-01,"Korea (ROK)",86031
"2825",2006-05-01,"Korea (ROK)",73345
"2826",2006-06-01,"Korea (ROK)",67933
"2827",2006-07-01,"Korea (ROK)",83137
"2828",2006-08-01,"Korea (ROK)",95039
"2829",2006-09-01,"Korea (ROK)",89708
"2830",2006-10-01,"Korea (ROK)",86015
"2831",2006-11-01,"Korea (ROK)",73086
"2832",2006-12-01,"Korea (ROK)",62591
"2833",2007-01-01,"Korea (ROK)",56885
"2834",2007-02-01,"Korea (ROK)",76928
"2835",2007-03-01,"Korea (ROK)",73847
"2836",2007-04-01,"Korea (ROK)",83293
"2837",2007-05-01,"Korea (ROK)",83845
"2838",2007-06-01,"Korea (ROK)",78664
"2839",2007-07-01,"Korea (ROK)",95666
"2840",2007-08-01,"Korea (ROK)",120504
"2841",2007-09-01,"Korea (ROK)",105324
"2842",2007-10-01,"Korea (ROK)",109810
"2843",2007-11-01,"Korea (ROK)",93621
"2844",2007-12-01,"Korea (ROK)",90538
"2845",2008-01-01,"Korea (ROK)",80677
"2846",2008-02-01,"Korea (ROK)",109623
"2847",2008-03-01,"Korea (ROK)",104662
"2848",2008-04-01,"Korea (ROK)",97721
"2849",2008-05-01,"Korea (ROK)",91110
"2850",2008-06-01,"Korea (ROK)",75460
"2851",2008-07-01,"Korea (ROK)",101061
"2852",2008-08-01,"Korea (ROK)",115042
"2853",2008-09-01,"Korea (ROK)",112988
"2854",2008-10-01,"Korea (ROK)",104710
"2855",2008-11-01,"Korea (ROK)",88916
"2856",2008-12-01,"Korea (ROK)",85921
"2857",2009-01-01,"Korea (ROK)",93007
"2858",2009-02-01,"Korea (ROK)",127979
"2859",2009-03-01,"Korea (ROK)",111915
"2860",2009-04-01,"Korea (ROK)",107872
"2861",2009-05-01,"Korea (ROK)",86392
"2862",2009-06-01,"Korea (ROK)",77830
"2863",2009-07-01,"Korea (ROK)",107490
"2864",2009-08-01,"Korea (ROK)",160424
"2865",2009-09-01,"Korea (ROK)",126793
"2866",2009-10-01,"Korea (ROK)",138898
"2867",2009-11-01,"Korea (ROK)",102329
"2868",2009-12-01,"Korea (ROK)",101388
"2869",2010-01-01,"Korea (ROK)",91252
"2870",2010-02-01,"Korea (ROK)",140571
"2871",2010-03-01,"Korea (ROK)",141457
"2872",2010-04-01,"Korea (ROK)",147680
"2873",2010-05-01,"Korea (ROK)",154066
"2874",2010-06-01,"Korea (ROK)",150119
"2875",2010-07-01,"Korea (ROK)",195188
"2876",2010-08-01,"Korea (ROK)",241987
"2877",2010-09-01,"Korea (ROK)",176196
"2878",2010-10-01,"Korea (ROK)",181428
"2879",2010-11-01,"Korea (ROK)",136152
"2880",2010-12-01,"Korea (ROK)",119061
"2881",2011-01-01,"Korea (ROK)",113927
"2882",2011-02-01,"Korea (ROK)",157019
"2883",2011-03-01,"Korea (ROK)",163261
"2884",2011-04-01,"Korea (ROK)",153875
"2885",2011-05-01,"Korea (ROK)",152347
"2886",2011-06-01,"Korea (ROK)",179508
"2887",2011-07-01,"Korea (ROK)",244573
"2888",2011-08-01,"Korea (ROK)",276299
"2889",2011-09-01,"Korea (ROK)",231462
"2890",2011-10-01,"Korea (ROK)",214681
"2891",2011-11-01,"Korea (ROK)",174164
"2892",2011-12-01,"Korea (ROK)",159080
"2893",2012-01-01,"Korea (ROK)",167022
"2894",2012-02-01,"Korea (ROK)",173790
"2895",2012-03-01,"Korea (ROK)",183691
"2896",2012-04-01,"Korea (ROK)",222114
"2897",2012-05-01,"Korea (ROK)",210439
"2898",2012-06-01,"Korea (ROK)",230124
"2899",2012-07-01,"Korea (ROK)",322917
"2900",2012-08-01,"Korea (ROK)",359065
"2901",2012-09-01,"Korea (ROK)",283402
"2902",2012-10-01,"Korea (ROK)",279440
"2903",2012-11-01,"Korea (ROK)",204533
"2904",2012-12-01,"Korea (ROK)",195997
"2905",2013-01-01,"Korea (ROK)",196371
"2906",2013-02-01,"Korea (ROK)",249698
"2907",2013-03-01,"Korea (ROK)",276479
"2908",2013-04-01,"Korea (ROK)",335069
"2909",2013-05-01,"Korea (ROK)",278723
"2910",2013-06-01,"Korea (ROK)",399031
"2911",2013-07-01,"Korea (ROK)",569787
"2912",2013-08-01,"Korea (ROK)",642258
"2913",2013-09-01,"Korea (ROK)",483518
"2914",2013-10-01,"Korea (ROK)",343273
"2915",2013-11-01,"Korea (ROK)",276428
"2916",2013-12-01,"Korea (ROK)",276234
"2917",2014-01-01,"Korea (ROK)",296708
"2918",2014-02-01,"Korea (ROK)",326295
"2919",2014-03-01,"Korea (ROK)",423768
"2920",2014-04-01,"Korea (ROK)",531947
"2921",2014-05-01,"Korea (ROK)",517031
"2922",2014-06-01,"Korea (ROK)",573852
"2923",2014-07-01,"Korea (ROK)",692053
"2924",2014-08-01,"Korea (ROK)",757683
"2925",2014-09-01,"Korea (ROK)",564078
"2926",2014-10-01,"Korea (ROK)",562278
"2927",2014-11-01,"Korea (ROK)",460671
"2928",2014-12-01,"Korea (ROK)",420501
"2929",2015-01-01,"Korea (ROK)",394345
"2930",2015-02-01,"Korea (ROK)",516787
"2931",2015-03-01,"Korea (ROK)",515130
"2932",2015-04-01,"Korea (ROK)",641610
"2933",2015-05-01,"Korea (ROK)",618083
"2934",2015-06-01,"Korea (ROK)",315095
"2935",2015-07-01,"Korea (ROK)",255632
"2936",2015-08-01,"Korea (ROK)",513275
"2937",2015-09-01,"Korea (ROK)",591242
"2938",2015-10-01,"Korea (ROK)",650174
"2939",2015-11-01,"Korea (ROK)",507579
"2940",2015-12-01,"Korea (ROK)",465218
"2941",2016-01-01,"Korea (ROK)",521981
"2942",2016-02-01,"Korea (ROK)",546408
"2943",2016-03-01,"Korea (ROK)",601671
"2944",2016-04-01,"Korea (ROK)",682318
"2945",2016-05-01,"Korea (ROK)",705844
"2946",2016-06-01,"Korea (ROK)",758534
"2947",2016-07-01,"Korea (ROK)",917519
"2948",2016-08-01,"Korea (ROK)",873771
"2949",2016-09-01,"Korea (ROK)",726266
"2950",2016-10-01,"Korea (ROK)",680918
"2951",2016-11-01,"Korea (ROK)",516956
"2952",2016-12-01,"Korea (ROK)",535536
"2953",2017-01-01,"Korea (ROK)",565243
"2954",2017-02-01,"Korea (ROK)",590790
"2955",2017-03-01,"Korea (ROK)",360782
"2956",2017-04-01,"Korea (ROK)",227811
"2957",2017-05-01,"Korea (ROK)",253359
"2958",2017-06-01,"Korea (ROK)",254930
"2959",2017-07-01,"Korea (ROK)",281263
"2960",2017-08-01,"Korea (ROK)",339388
"2961",2017-09-01,"Korea (ROK)",318682
"2962",2017-10-01,"Korea (ROK)",345384
"2963",2017-11-01,"Korea (ROK)",299247
"2964",2017-12-01,"Korea (ROK)",332474
"2965",2018-01-01,"Korea (ROK)",305127
"2966",2018-02-01,"Korea (ROK)",345341
"2967",2018-03-01,"Korea (ROK)",403413
"2968",2018-04-01,"Korea (ROK)",366604
"2969",2018-05-01,"Korea (ROK)",370222
"2970",2018-06-01,"Korea (ROK)",379891
"2971",2018-07-01,"Korea (ROK)",410337
"2972",2018-08-01,"Korea (ROK)",478140
"2973",2018-09-01,"Korea (ROK)",434595
"2974",2018-10-01,"Korea (ROK)",475307
"2975",2018-11-01,"Korea (ROK)",404256
"2976",2018-12-01,"Korea (ROK)",416279
"2977",2019-01-01,"Korea (ROK)",392814
"2978",2019-02-01,"Korea (ROK)",453379
"2979",2019-03-01,"Korea (ROK)",487623
"2980",2019-04-01,"Korea (ROK)",493250
"2981",2019-05-01,"Korea (ROK)",500413
"2982",2019-06-01,"Korea (ROK)",475007
"2983",2019-07-01,"Korea (ROK)",519132
"2984",2019-08-01,"Korea (ROK)",578112
"2985",2019-09-01,"Korea (ROK)",541350
"2986",2019-10-01,"Korea (ROK)",567695
"2987",2019-11-01,"Korea (ROK)",505369
"2988",2019-12-01,"Korea (ROK)",508877
"2989",2020-01-01,"Korea (ROK)",481681
"2990",2020-02-01,"Korea (ROK)",104086
"2991",2020-03-01,"Korea (ROK)",16595
"2992",2020-04-01,"Korea (ROK)",3935
"2993",2020-05-01,"Korea (ROK)",5124
"2994",2020-06-01,"Korea (ROK)",5051
"2995",2020-07-01,"Korea (ROK)",9738
"2996",2020-08-01,"Korea (ROK)",16275
"2997",2020-09-01,"Korea (ROK)",15307
"2998",2020-10-01,"Korea (ROK)",11477
"2999",2020-11-01,"Korea (ROK)",9174
"3000",2020-12-01,"Korea (ROK)",7987
"3001",2021-01-01,"Korea (ROK)",7346
"3002",2021-02-01,"Korea (ROK)",11982
"3003",2021-03-01,"Korea (ROK)",18980
"3004",2021-04-01,"Korea (ROK)",16830
"3005",2021-05-01,"Korea (ROK)",14221
"3006",2021-06-01,"Korea (ROK)",12942
"3007",2021-07-01,"Korea (ROK)",13469
"3008",2021-08-01,"Korea (ROK)",17103
"3009",2021-09-01,"Korea (ROK)",19144
"3010",2021-10-01,"Korea (ROK)",14035
"3011",2021-11-01,"Korea (ROK)",12472
"3012",2021-12-01,"Korea (ROK)",11691
"3013",2022-01-01,"Korea (ROK)",9489
"3014",2022-02-01,"Korea (ROK)",16752
"3015",2022-03-01,"Korea (ROK)",14726
"3016",2022-04-01,"Korea (ROK)",10230
"3017",2022-05-01,"Korea (ROK)",11253
"3018",2022-06-01,"Korea (ROK)",12741
"3019",2022-07-01,"Korea (ROK)",17907
"3020",2022-08-01,"Korea (ROK)",30248
"3021",2022-09-01,"Korea (ROK)",29531
"3022",2022-10-01,"Korea (ROK)",22940
"3023",2022-11-01,"Korea (ROK)",24174
"3024",2022-12-01,"Korea (ROK)",27367
"3025",2023-01-01,"Korea (ROK)",24946
"3026",2023-02-01,"Korea (ROK)",NA
"3027",1999-01-01,"Macao, China",105891
"3028",1999-02-01,"Macao, China",133006
"3029",1999-03-01,"Macao, China",109349
"3030",1999-04-01,"Macao, China",125105
"3031",1999-05-01,"Macao, China",131182
"3032",1999-06-01,"Macao, China",113857
"3033",1999-07-01,"Macao, China",146846
"3034",1999-08-01,"Macao, China",178958
"3035",1999-09-01,"Macao, China",127097
"3036",1999-10-01,"Macao, China",153246
"3037",1999-11-01,"Macao, China",181004
"3038",1999-12-01,"Macao, China",139652
"3039",2000-01-01,"Macao, China",181689
"3040",2000-02-01,"Macao, China",192277
"3041",2000-03-01,"Macao, China",204483
"3042",2000-04-01,"Macao, China",175712
"3043",2000-05-01,"Macao, China",220512
"3044",2000-06-01,"Macao, China",152716
"3045",2000-07-01,"Macao, China",188113
"3046",2000-08-01,"Macao, China",196216
"3047",2000-09-01,"Macao, China",165951
"3048",2000-10-01,"Macao, China",196247
"3049",2000-11-01,"Macao, China",195553
"3050",2000-12-01,"Macao, China",205244
"3051",2001-01-01,"Macao, China",230311
"3052",2001-02-01,"Macao, China",191266
"3053",2001-03-01,"Macao, China",231450
"3054",2001-04-01,"Macao, China",238297
"3055",2001-05-01,"Macao, China",251414
"3056",2001-06-01,"Macao, China",217176
"3057",2001-07-01,"Macao, China",221610
"3058",2001-08-01,"Macao, China",325226
"3059",2001-09-01,"Macao, China",243979
"3060",2001-10-01,"Macao, China",282887
"3061",2001-11-01,"Macao, China",285269
"3062",2001-12-01,"Macao, China",286837
"3063",2002-01-01,"Macao, China",270457
"3064",2002-02-01,"Macao, China",299526
"3065",2002-03-01,"Macao, China",303395
"3066",2002-04-01,"Macao, China",356031
"3067",2002-05-01,"Macao, China",356951
"3068",2002-06-01,"Macao, China",284148
"3069",2002-07-01,"Macao, China",348945
"3070",2002-08-01,"Macao, China",387631
"3071",2002-09-01,"Macao, China",337711
"3072",2002-10-01,"Macao, China",381650
"3073",2002-11-01,"Macao, China",445038
"3074",2002-12-01,"Macao, China",468963
"3075",2003-01-01,"Macao, China",467520
"3076",2003-02-01,"Macao, China",416056
"3077",2003-03-01,"Macao, China",454710
"3078",2003-04-01,"Macao, China",298574
"3079",2003-05-01,"Macao, China",270537
"3080",2003-06-01,"Macao, China",367847
"3081",2003-07-01,"Macao, China",449139
"3082",2003-08-01,"Macao, China",586700
"3083",2003-09-01,"Macao, China",498570
"3084",2003-10-01,"Macao, China",591275
"3085",2003-11-01,"Macao, China",660727
"3086",2003-12-01,"Macao, China",680381
"3087",2004-01-01,"Macao, China",737958
"3088",2004-02-01,"Macao, China",659774
"3089",2004-03-01,"Macao, China",791789
"3090",2004-04-01,"Macao, China",730128
"3091",2004-05-01,"Macao, China",812561
"3092",2004-06-01,"Macao, China",733729
"3093",2004-07-01,"Macao, China",863387
"3094",2004-08-01,"Macao, China",894651
"3095",2004-09-01,"Macao, China",735521
"3096",2004-10-01,"Macao, China",876742
"3097",2004-11-01,"Macao, China",854271
"3098",2004-12-01,"Macao, China",839228
"3099",2005-01-01,"Macao, China",825411
"3100",2005-02-01,"Macao, China",832337
"3101",2005-03-01,"Macao, China",827267
"3102",2005-04-01,"Macao, China",830672
"3103",2005-05-01,"Macao, China",871889
"3104",2005-06-01,"Macao, China",803006
"3105",2005-07-01,"Macao, China",913283
"3106",2005-08-01,"Macao, China",940109
"3107",2005-09-01,"Macao, China",797131
"3108",2005-10-01,"Macao, China",962702
"3109",2005-11-01,"Macao, China",934132
"3110",2005-12-01,"Macao, China",925027
"3111",2006-01-01,"Macao, China",927727
"3112",2006-02-01,"Macao, China",1006275
"3113",2006-03-01,"Macao, China",1043761
"3114",2006-04-01,"Macao, China",990066
"3115",2006-05-01,"Macao, China",980710
"3116",2006-06-01,"Macao, China",876916
"3117",2006-07-01,"Macao, China",950338
"3118",2006-08-01,"Macao, China",1018955
"3119",2006-09-01,"Macao, China",917383
"3120",2006-10-01,"Macao, China",1061697
"3121",2006-11-01,"Macao, China",1069214
"3122",2006-12-01,"Macao, China",1142575
"3123",2007-01-01,"Macao, China",1155685
"3124",2007-02-01,"Macao, China",1238058
"3125",2007-03-01,"Macao, China",1182882
"3126",2007-04-01,"Macao, China",1141725
"3127",2007-05-01,"Macao, China",1191167
"3128",2007-06-01,"Macao, China",994683
"3129",2007-07-01,"Macao, China",1180053
"3130",2007-08-01,"Macao, China",1345288
"3131",2007-09-01,"Macao, China",1221331
"3132",2007-10-01,"Macao, China",1367321
"3133",2007-11-01,"Macao, China",1401378
"3134",2007-12-01,"Macao, China",1446820
"3135",2008-01-01,"Macao, China",1051338
"3136",2008-02-01,"Macao, China",1062733
"3137",2008-03-01,"Macao, China",1099150
"3138",2008-04-01,"Macao, China",1037648
"3139",2008-05-01,"Macao, China",1081184
"3140",2008-06-01,"Macao, China",869485
"3141",2008-07-01,"Macao, China",1054528
"3142",2008-08-01,"Macao, China",964682
"3143",2008-09-01,"Macao, China",756698
"3144",2008-10-01,"Macao, China",891031
"3145",2008-11-01,"Macao, China",886936
"3146",2008-12-01,"Macao, China",857758
"3147",2009-01-01,"Macao, China",951395
"3148",2009-02-01,"Macao, China",829436
"3149",2009-03-01,"Macao, China",977479
"3150",2009-04-01,"Macao, China",897335
"3151",2009-05-01,"Macao, China",791394
"3152",2009-06-01,"Macao, China",680894
"3153",2009-07-01,"Macao, China",852167
"3154",2009-08-01,"Macao, China",1050357
"3155",2009-09-01,"Macao, China",878479
"3156",2009-10-01,"Macao, China",1053497
"3157",2009-11-01,"Macao, China",1016411
"3158",2009-12-01,"Macao, China",1010689
"3159",2010-01-01,"Macao, China",1131660
"3160",2010-02-01,"Macao, China",1145320
"3161",2010-03-01,"Macao, China",1057395
"3162",2010-04-01,"Macao, China",1052610
"3163",2010-05-01,"Macao, China",1135430
"3164",2010-06-01,"Macao, China",985127
"3165",2010-07-01,"Macao, China",1142017
"3166",2010-08-01,"Macao, China",1263442
"3167",2010-09-01,"Macao, China",894807
"3168",2010-10-01,"Macao, China",1124061
"3169",2010-11-01,"Macao, China",1096865
"3170",2010-12-01,"Macao, China",1200324
"3171",2011-01-01,"Macao, China",1220534
"3172",2011-02-01,"Macao, China",1204301
"3173",2011-03-01,"Macao, China",1254117
"3174",2011-04-01,"Macao, China",1270753
"3175",2011-05-01,"Macao, China",1326627
"3176",2011-06-01,"Macao, China",1198754
"3177",2011-07-01,"Macao, China",1460473
"3178",2011-08-01,"Macao, China",1571015
"3179",2011-09-01,"Macao, China",1246256
"3180",2011-10-01,"Macao, China",1466545
"3181",2011-11-01,"Macao, China",1460992
"3182",2011-12-01,"Macao, China",1482380
"3183",2012-01-01,"Macao, China",1494877
"3184",2012-02-01,"Macao, China",1285266
"3185",2012-03-01,"Macao, China",1447564
"3186",2012-04-01,"Macao, China",1391119
"3187",2012-05-01,"Macao, China",1271540
"3188",2012-06-01,"Macao, China",1220846
"3189",2012-07-01,"Macao, China",1456351
"3190",2012-08-01,"Macao, China",1635080
"3191",2012-09-01,"Macao, China",1255962
"3192",2012-10-01,"Macao, China",1445420
"3193",2012-11-01,"Macao, China",1503158
"3194",2012-12-01,"Macao, China",1495227
"3195",2013-01-01,"Macao, China",1473785
"3196",2013-02-01,"Macao, China",1508599
"3197",2013-03-01,"Macao, China",1431810
"3198",2013-04-01,"Macao, China",1536262
"3199",2013-05-01,"Macao, China",1491231
"3200",2013-06-01,"Macao, China",1464665
"3201",2013-07-01,"Macao, China",1660096
"3202",2013-08-01,"Macao, China",1881588
"3203",2013-09-01,"Macao, China",1502723
"3204",2013-10-01,"Macao, China",1514373
"3205",2013-11-01,"Macao, China",1546641
"3206",2013-12-01,"Macao, China",1620434
"3207",2014-01-01,"Macao, China",1689277
"3208",2014-02-01,"Macao, China",1714776
"3209",2014-03-01,"Macao, China",1769408
"3210",2014-04-01,"Macao, China",1743776
"3211",2014-05-01,"Macao, China",1699778
"3212",2014-06-01,"Macao, China",1597289
"3213",2014-07-01,"Macao, China",1871599
"3214",2014-08-01,"Macao, China",2131498
"3215",2014-09-01,"Macao, China",1595485
"3216",2014-10-01,"Macao, China",1824719
"3217",2014-11-01,"Macao, China",1975951
"3218",2014-12-01,"Macao, China",1638854
"3219",2015-01-01,"Macao, China",1669652
"3220",2015-02-01,"Macao, China",1898650
"3221",2015-03-01,"Macao, China",1457641
"3222",2015-04-01,"Macao, China",1632673
"3223",2015-05-01,"Macao, China",1690987
"3224",2015-06-01,"Macao, China",1435189
"3225",2015-07-01,"Macao, China",1757167
"3226",2015-08-01,"Macao, China",2095013
"3227",2015-09-01,"Macao, China",1572868
"3228",2015-10-01,"Macao, China",1817212
"3229",2015-11-01,"Macao, China",1726859
"3230",2015-12-01,"Macao, China",1656704
"3231",2016-01-01,"Macao, China",1658634
"3232",2016-02-01,"Macao, China",1799522
"3233",2016-03-01,"Macao, China",1483813
"3234",2016-04-01,"Macao, China",1651662
"3235",2016-05-01,"Macao, China",1631164
"3236",2016-06-01,"Macao, China",1516599
"3237",2016-07-01,"Macao, China",1839397
"3238",2016-08-01,"Macao, China",1979224
"3239",2016-09-01,"Macao, China",1577481
"3240",2016-10-01,"Macao, China",1825123
"3241",2016-11-01,"Macao, China",1705721
"3242",2016-12-01,"Macao, China",1785764
"3243",2017-01-01,"Macao, China",1997355
"3244",2017-02-01,"Macao, China",1665220
"3245",2017-03-01,"Macao, China",1655103
"3246",2017-04-01,"Macao, China",1768603
"3247",2017-05-01,"Macao, China",1702578
"3248",2017-06-01,"Macao, China",1544237
"3249",2017-07-01,"Macao, China",2016066
"3250",2017-08-01,"Macao, China",2016846
"3251",2017-09-01,"Macao, China",1721858
"3252",2017-10-01,"Macao, China",2058530
"3253",2017-11-01,"Macao, China",1981047
"3254",2017-12-01,"Macao, China",2068760
"3255",2018-01-01,"Macao, China",1927642
"3256",2018-02-01,"Macao, China",2286989
"3257",2018-03-01,"Macao, China",1816743
"3258",2018-04-01,"Macao, China",2060662
"3259",2018-05-01,"Macao, China",1860906
"3260",2018-06-01,"Macao, China",1752222
"3261",2018-07-01,"Macao, China",2168413
"3262",2018-08-01,"Macao, China",2527309
"3263",2018-09-01,"Macao, China",1820269
"3264",2018-10-01,"Macao, China",2306844
"3265",2018-11-01,"Macao, China",2283628
"3266",2018-12-01,"Macao, China",2448929
"3267",2019-01-01,"Macao, China",2504494
"3268",2019-02-01,"Macao, China",2559144
"3269",2019-03-01,"Macao, China",2384653
"3270",2019-04-01,"Macao, China",2339868
"3271",2019-05-01,"Macao, China",2425741
"3272",2019-06-01,"Macao, China",2100557
"3273",2019-07-01,"Macao, China",2569941
"3274",2019-08-01,"Macao, China",2646406
"3275",2019-09-01,"Macao, China",1924490
"3276",2019-10-01,"Macao, China",2342373
"3277",2019-11-01,"Macao, China",2030742
"3278",2019-12-01,"Macao, China",2094810
"3279",2020-01-01,"Macao, China",2132032
"3280",2020-02-01,"Macao, China",72307
"3281",2020-03-01,"Macao, China",88890
"3282",2020-04-01,"Macao, China",10500
"3283",2020-05-01,"Macao, China",14793
"3284",2020-06-01,"Macao, China",21067
"3285",2020-07-01,"Macao, China",66489
"3286",2020-08-01,"Macao, China",200833
"3287",2020-09-01,"Macao, China",412451
"3288",2020-10-01,"Macao, China",539482
"3289",2020-11-01,"Macao, China",588511
"3290",2020-12-01,"Macao, China",606884
"3291",2021-01-01,"Macao, China",496157
"3292",2021-02-01,"Macao, China",380649
"3293",2021-03-01,"Macao, China",688353
"3294",2021-04-01,"Macao, China",730934
"3295",2021-05-01,"Macao, China",795389
"3296",2021-06-01,"Macao, China",471935
"3297",2021-07-01,"Macao, China",724342
"3298",2021-08-01,"Macao, China",369467
"3299",2021-09-01,"Macao, China",583056
"3300",2021-10-01,"Macao, China",300996
"3301",2021-11-01,"Macao, China",741226
"3302",2021-12-01,"Macao, China",762554
"3303",2022-01-01,"Macao, China",642016
"3304",2022-02-01,"Macao, China",609249
"3305",2022-03-01,"Macao, China",468995
"3306",2022-04-01,"Macao, China",534899
